#한 행이 하나다. 여러 파일 여러 배열에 흩어져 있던 것을 모은 것.
#값은 소스에 적힌 글자 그대로다. 이름을 숫자로 바꾸지 않는다.
#id는 계약이다. 중간에 끼우지 말고 항상 맨 끝에 (content/README.md).
#\N은 그 배열에 이 번호가 없다는 뜻이다.
id	enum_name	label	kind	value	hit_max	cooldown	icon	icon_kind	star	attack_type	host_obj	summon_enemy	hero_type	hero_skill	summon_x	bullet_obj	bullet_icon	equip1	equip2	equip3	equip4	equip5	equip6	dmg_pct
68	SKILL_COMMON_MAXX9	약점파악	PASSIVE	1	0	0	32	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
69	SKILL_COMMON_MAXX10	약점공격	PASSIVE	5	0	0	33	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
70	SKILL_COMMON_MAXX11	뚝심	PASSIVE	4	0	0	25	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
71	SKILL_COMMON_MAXX12	정조준	PASSIVE	1	0	0	27	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
72	SKILL_COMMON_MAXX13	신속회피	PASSIVE	1	0	0	28	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
73	SKILL_MAXX1	관통력숙련	PASSIVE	2	0	0	20	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
74	SKILL_MAXX2	투척숙련	PASSIVE	90	0	0	17	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
75	SKILL_MAXX3	연속공격	PASSIVE	2	0	0	39	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
76	SKILL_MAXX4	회전력상승	PASSIVE	5	0	0	2	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
77	SKILL_MAXX5	탄력성	PASSIVE	5	0	0	3	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
78	SKILL_MAXX6	효율적사고	PASSIVE	5	0	0	19	ICONKIND_SKILL	GRADE_NORMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
79	SKILL_MAXX7	돌려차기	ACTIVE	0	30	FPS * 5	5	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_KICK	0	0	0	0	0	0	0	0	0	0	0	0	0	100
80	SKILL_MAXX8	숏헌트	ACTIVE	0	100	FPS * 10	35	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SHORT	0	0	0	0	0	0	0	0	0	0	0	0	0	100
81	SKILL_MAXX9	에어헌트	ACTIVE	0	70	FPS * 7	30	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_AIR	0	0	0	0	0	0	0	0	0	0	0	0	0	100
82	SKILL_MAXX10	캠핑헌트	ACTIVE	0	80	FPS * 10	36	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_CAMPING	0	0	0	0	0	0	0	0	0	0	0	0	0	100
83	SKILL_MAXX11	호밍헌트	ACTIVE	0	80	FPS * 10	6	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_HORMING	0	0	0	0	0	0	0	0	0	0	0	0	0	100
84	SKILL_MAXX12	써클헌트	ACTIVE	0	90	FPS * 15	7	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_CIRCLE	0	0	0	0	0	0	0	0	0	0	0	0	0	100
85	SKILL_MAXX13	메가헌트	ACTIVE	0	150	FPS * 25	13	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_MEGA	0	0	0	0	0	0	0	0	0	0	0	0	0	100
86	SKILL_MAXX14	블러드헌트	ACTIVE	1	100	FPS * 40	15	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_BLOOD	0	0	0	0	0	0	0	0	0	0	0	0	0	100
87	SKILL_MAXX15	현란무도	ACTIVE	10	100	FPS * 10	16	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_DAZZLE	0	0	0	0	0	0	0	0	0	0	0	0	0	100
88	SKILL_MAXX16	안도의한숨	ACTIVE	2	100	FPS * 10	38	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SIGH	0	0	0	0	0	0	0	0	0	0	0	0	0	100
89	SKILL_MAXX17	혼신분리	ACTIVE	2	100	FPS * 10	34	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	0	0	0	0	0	0	0	0	100
90	NPC_CAPTAIN_SKILL1	NPC_CAPTAIN_SKILL1	CREWBULLET	2	1	0	114	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	114	0	0	0	0	0	0	100
91	NPC_CAPTAIN_SKILL2	NPC_CAPTAIN_SKILL2	CREWBULLET	2	1	0	115	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	115	0	0	0	0	0	0	300
92	NPC_CAPTAIN_SKILL3	NPC_CAPTAIN_SKILL3	SUMMON	2	0	0	ENEMY_SHIP_BLACK	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_SHIP_BLACK	0	0	0	0	115	0	0	0	0	0	0	100
93	NPC_CREW_SKILL1	NPC_CREW_SKILL1	CREWBULLET	2	1	0	24	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	24	0	0	0	0	0	0	100
94	NPC_CREW_SKILL2	NPC_CREW_SKILL2	CREWBULLET	2	1	0	25	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	25	0	0	0	0	0	0	300
95	NPC_CREW_SKILL3	NPC_CREW_SKILL3	HEROSKILL	2	0	0	5	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_ROBIN11	0	0	25	0	0	0	0	0	0	100
96	NPC_GRANDFA_SKILL1	NPC_GRANDFA_SKILL1	CREWBULLET	2	1	0	6	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	6	0	0	0	0	0	0	100
97	NPC_GRANDFA_SKILL2	NPC_GRANDFA_SKILL2	CREWBULLET	2	1	0	7	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	7	0	0	0	0	0	0	300
98	NPC_GRANDFA_SKILL3	NPC_GRANDFA_SKILL3	HEROSKILL	2	0	FPS * 10	3	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_ROBIN9	0	0	7	0	0	0	0	0	0	100
99	NPC_UNCLE_SKILL1	NPC_UNCLE_SKILL1	CREWBULLET	10	1	0	12	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	12	0	0	0	0	0	0	100
100	NPC_UNCLE_SKILL2	NPC_UNCLE_SKILL2	CREWBULLET	10	1	0	13	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	13	0	0	0	0	0	0	300
101	NPC_UNCLE_SKILL3	NPC_UNCLE_SKILL3	HEROSKILL	10	0	0	4	ICONKIND_SKILL	GRADE_NORMAL	0	ROBIN	0	0	SKILL_ROBIN10	0	0	13	0	0	0	0	0	0	100
102	NPC_AUNT_SKILL1	NPC_AUNT_SKILL1	CREWBULLET	10	1	0	14	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	14	0	0	0	0	0	0	100
103	NPC_AUNT_SKILL2	NPC_AUNT_SKILL2	CREWBULLET	10	1	0	15	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	15	0	0	0	0	0	0	300
104	NPC_AUNT_SKILL3	NPC_AUNT_SKILL3	SUMMON	10	0	0	ENEMY_SLIME_BLUE	ICONKIND_MONSTER	GRADE_NORMAL	0	SOLDIER	ENEMY_SLIME_BLUE	0	0	0	0	15	0	0	0	0	0	0	100
105	NPC_MAN_SKILL1	NPC_MAN_SKILL1	CREWBULLET	2	1	0	8	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	8	0	0	0	0	0	0	100
106	NPC_MAN_SKILL2	NPC_MAN_SKILL2	CREWBULLET	2	1	0	9	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	9	0	0	0	0	0	0	300
107	NPC_MAN_SKILL3	NPC_MAN_SKILL3	HEROSKILL	2	0	FPS * 10	5	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_MAXX7	0	0	9	0	0	0	0	0	0	100
108	NPC_WOMAN_SKILL1	NPC_WOMAN_SKILL1	CREWBULLET	2	1	0	10	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	10	0	0	0	0	0	0	100
109	NPC_WOMAN_SKILL2	NPC_WOMAN_SKILL2	CREWBULLET	2	1	0	11	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	11	0	0	0	0	0	0	300
110	NPC_WOMAN_SKILL3	NPC_WOMAN_SKILL3	SUMMON	2	0	FPS * 10	ENEMY_FAIRY_RED	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_FAIRY_RED	0	0	0	0	11	0	0	0	0	0	0	100
111	NPC_BOY_SKILL1	NPC_BOY_SKILL1	CREWBULLET	2	1	0	0	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	0	0	0	0	0	0	0	100
112	NPC_BOY_SKILL2	NPC_BOY_SKILL2	CREWBULLET	2	1	0	1	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	1	0	0	0	0	0	0	300
113	NPC_BOY_SKILL3	NPC_BOY_SKILL3	HEROSKILL	2	0	0	0	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_ROBIN6	0	0	1	0	0	0	0	0	0	100
114	NPC_GIRL_SKILL1	NPC_GIRL_SKILL1	CREWBULLET	2	1	0	2	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	2	0	0	0	0	0	0	100
115	NPC_GIRL_SKILL2	NPC_GIRL_SKILL2	CREWBULLET	2	1	0	3	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	3	0	0	0	0	0	0	300
116	NPC_GIRL_SKILL3	NPC_GIRL_SKILL3	HEROSKILL	10	0	0	2	ICONKIND_SKILL	GRADE_NORMAL	0	ROBIN	0	0	SKILL_ROBIN8	0	0	3	0	0	0	0	0	0	100
117	NPC_ALMA_SKILL1	NPC_ALMA_SKILL1	CREWBULLET	2	1	0	22	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	22	0	0	0	0	0	0	100
118	NPC_ALMA_SKILL2	NPC_ALMA_SKILL2	CREWBULLET	2	1	0	23	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	23	0	0	0	0	0	0	300
119	NPC_ALMA_SKILL3	NPC_ALMA_SKILL3	HEROSKILL	2	0	0	39	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_DIANA10	0	0	23	0	0	0	0	0	0	100
120	NPC_ITEM_SKILL1	NPC_ITEM_SKILL1	CREWBULLET	2	1	0	32	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	32	0	0	0	0	0	0	100
121	NPC_ITEM_SKILL2	NPC_ITEM_SKILL2	CREWBULLET	2	1	0	33	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	33	0	0	0	0	0	0	300
122	NPC_ITEM_SKILL3	NPC_ITEM_SKILL3	SUMMON	2	0	0	ENEMY_LARVA_RED	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_LARVA_RED	0	0	0	0	33	0	0	0	0	0	0	100
123	NPC_FATMAN_SKILL1	NPC_FATMAN_SKILL1	CREWBULLET	2	1	0	70	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	70	0	0	0	0	0	0	100
124	NPC_FATMAN_SKILL2	NPC_FATMAN_SKILL2	CREWBULLET	2	1	0	71	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	71	0	0	0	0	0	0	300
125	NPC_FATMAN_SKILL3	NPC_FATMAN_SKILL3	HEROSKILL	2	0	0	36	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_MAXX10	0	0	71	0	0	0	0	0	0	100
