#한 행이 하나다. 여러 파일 여러 배열에 흩어져 있던 것을 모은 것.
#값은 소스에 적힌 글자 그대로다. 이름을 숫자로 바꾸지 않는다.
#id는 계약이다. 중간에 끼우지 말고 항상 맨 끝에 (content/README.md).
#\N은 그 배열에 이 번호가 없다는 뜻이다.
id	enum_name	label	gold
569			2064000
570			614000
571			799000
572			1119000
573			1679000
574			2687000
575			225000
576			293000
577			411000
578			617000
579			988000
580			293000
581			381000
582			534000
583			801000
584			1282000
585			381000
586			496000
587			695000
588			1043000
589			1669000
590			496000
591			645000
592			903000
593			1355000
594			2168000
595			645000
596			839000
597			1175000
598			1763000
599			2821000
600			222000
601			289000
602			405000
603			608000
604			973000
605			289000
606			376000
607			527000
608			791000
609			1266000
610			376000
611			489000
612			685000
613			1028000
614			1645000
615			489000
616			636000
617			891000
618			1337000
619			2140000
620			636000
621			827000
622			1158000
623			1737000
624			2780000
625			237000
626			309000
627			433000
628			650000
629			1040000
630			309000
631			402000
632			563000
633			845000
634			1352000
635			402000
636			523000
637			733000
638			1100000
639			1760000
640			523000
641			680000
642			952000
643			1428000
644			2285000
645			680000
646			884000
647			1238000
648			1857000
649			2972000
650			233000
651			303000
652			425000
653			638000
654			1021000
655			303000
656			394000
657			552000
658			828000
659			1325000
660			394000
661			513000
662			719000
663			1079000
664			1727000
665			513000
666			667000
667			934000
668			1401000
669			2242000
670			667000
671			868000
672			1216000
673			1824000
674			2919000
675			253000
676			329000
677			461000
678			692000
679			1108000
680			329000
681			428000
682			600000
683			900000
684			1440000
685			428000
686			557000
687			780000
688			1170000
689			1872000
690			557000
691			725000
692			1015000
693			1523000
694			2437000
695			725000
696			943000
697			1321000
698			1982000
699			3172000
700			270000
701			351000
702			492000
703			738000
704			1181000
705			351000
706			457000
707			640000
708			960000
709			1536000
710			457000
711			595000
712			833000
713			1250000
714			2000000
715			595000
716			774000
717			1084000
718			1626000
719			2602000
720			774000
721			1007000
722			1410000
723			2115000
724			3384000
725			286000
726			372000
727			521000
728			782000
729			1252000
730			372000
731			484000
732			678000
733			1017000
734			1628000
735			484000
736			630000
737			882000
738			1323000
739			2117000
740			630000
741			819000
742			1147000
743			1721000
744			2754000
745			819000
746			1065000
747			1491000
748			2237000
749			3580000
750			306000
751			398000
752			558000
753			837000
754			1340000
755			398000
756			518000
757			726000
758			1089000
759			1743000
760			518000
761			674000
762			944000
763			1416000
764			2266000
765			674000
766			877000
767			1228000
768			1842000
769			2948000
770			877000
771			1141000
772			1598000
773			2397000
774			3836000
775			324000
776			422000
777			591000
778			887000
779			1420000
780			422000
781			549000
782			769000
783			1154000
784			1847000
785			549000
786			714000
787			1000000
788			1500000
789			2400000
790			714000
791			929000
792			1301000
793			1952000
794			3124000
795			929000
796			1208000
797			1692000
798			2538000
799			4061000
800			363000
801			472000
802			661000
803			992000
804			1588000
805			472000
806			614000
807			860000
808			1290000
809			2064000
810			614000
811			799000
812			1119000
813			1679000
814			2687000
815			799000
816			1039000
817			1455000
818			2183000
819			3493000
820			1039000
821			1351000
822			1892000
823			2838000
824			4541000
825			384000
826			500000
827			700000
828			1050000
829			1680000
830			500000
831			650000
832			910000
833			1365000
834			2184000
835			650000
836			845000
837			1183000
838			1775000
839			2840000
840			845000
841			1099000
842			1539000
843			2309000
844			3695000
845			1099000
846			1429000
847			2001000
848			3002000
849			4804000
850			401000
851			522000
852			731000
853			1097000
854			1756000
855			522000
856			679000
857			951000
858			1427000
859			2284000
860			679000
861			883000
862			1237000
863			1856000
864			2970000
865			883000
866			1148000
867			1608000
868			2412000
869			3860000
870			1148000
871			1493000
872			2091000
873			3137000
874			5020000
875			421000
876			548000
877			768000
878			1152000
879			1844000
880			548000
881			713000
882			999000
883			1499000
884			2399000
885			713000
886			927000
887			1298000
888			1947000
889			3116000
890			927000
891			1206000
892			1689000
893			2534000
894			4055000
895			1206000
896			1568000
897			2196000
898			3294000
899			5271000
900			447000
901			582000
902			815000
903			1223000
904			1957000
905			582000
906			757000
907			1060000
908			1590000
909			2544000
910			757000
911			985000
912			1379000
913			2069000
914			3311000
915			985000
916			1281000
917			1794000
918			2691000
919			4306000
920			1281000
921			1666000
922			2333000
923			3500000
924			5600000
925			472000
926			614000
927			860000
928			1290000
929			2064000
930			614000
931			799000
932			1119000
933			1679000
934			2687000
935			799000
936			1039000
937			1455000
938			2183000
939			3493000
940			1039000
941			1351000
942			1892000
943			2838000
944			4541000
945			1351000
946			1757000
947			2460000
948			3690000
949			5904000
950			512000
951			666000
952			933000
953			1400000
954			2240000
955			666000
956			866000
957			1213000
958			1820000
959			2912000
960			866000
961			1126000
962			1577000
963			2366000
964			3786000
965			1126000
966			1464000
967			2050000
968			3075000
969			4920000
970			1464000
971			1904000
972			2666000
973			3999000
974			6399000
975			546000
976			710000
977			994000
978			1491000
979			2386000
980			710000
981			923000
982			1293000
983			1940000
984			3104000
985			923000
986			1200000
987			1680000
988			2520000
989			4032000
990			1200000
991			1560000
992			2184000
993			3276000
994			5242000
995			1560000
996			2028000
997			2840000
998			4260000
999			6816000
1000			551000
1001			717000
1002			1004000
1003			1506000
1004			2410000
1005			717000
1006			933000
1007			1307000
1008			1961000
1009			3138000
1010			933000
1011			1213000
1012			1699000
1013			2549000
1014			4079000
1015			1213000
1016			1577000
1017			2208000
1018			3312000
1019			5300000
1020			1577000
1021			2051000
1022			2872000
1023			4308000
1024			6893000
1025			582000
1026			757000
1027			1060000
1028			1590000
1029			2544000
1030			757000
1031			985000
1032			1379000
1033			2069000
1034			3311000
1035			985000
1036			1281000
1037			1794000
1038			2691000
1039			4306000
1040			1281000
1041			1666000
1042			2333000
1043			3500000
1044			5600000
1045			1666000
1046			2166000
1047			3033000
1048			4550000
1049			7280000
1050			602000
1051			783000
1052			1097000
1053			1646000
1054			2634000
1055			783000
1056			1018000
1057			1426000
1058			2139000
1059			3423000
1060			1018000
1061			1324000
1062			1854000
1063			2781000
1064			4450000
1065			1324000
1066			1722000
1067			2411000
1068			3617000
1069			5788000
1070			1722000
1071			2239000
1072			3135000
1073			4703000
1074			7525000
1075			641000
1076			834000
1077			1168000
1078			1752000
1079			2804000
1080			834000
1081			1085000
1082			1519000
1083			2279000
1084			3647000
1085			1085000
1086			1411000
1087			1976000
1088			2964000
1089			4743000
1090			1411000
1091			1835000
1092			2569000
1093			3854000
1094			6167000
1095			1835000
1096			2386000
1097			3341000
1098			5012000
1099			8020000
1100			684000
1101			890000
1102			1246000
1103			1869000
1104			2991000
1105			890000
1106			1157000
1107			1620000
1108			2430000
1109			3888000
1110			1157000
1111			1505000
1112			2107000
1113			3161000
1114			5058000
1115			1505000
1116			1957000
1117			2740000
1118			4110000
1119			6576000
1120			1957000
1121			2545000
1122			3563000
1123			5345000
1124			8552000
1125			721000
1126			938000
1127			1314000
1128			1971000
1129			3154000
1130			938000
1131			1220000
1132			1708000
1133			2562000
1134			4100000
1135			1220000
1136			1586000
1137			2221000
1138			3332000
1139			5332000
1140			1586000
1141			2062000
1142			2887000
1143			4331000
1144			6930000
1145			2062000
1146			2681000
1147			3754000
1148			5631000
1149			9010000
1150			764000
1151			994000
1152			1392000
1153			2088000
1154			3341000
1155			994000
1156			1293000
1157			1811000
1158			2717000
1159			4348000
1160			1293000
1161			1681000
1162			2354000
1163			3531000
1164			5650000
1165			1681000
1166			2186000
1167			3061000
1168			4592000
1169			7348000
1170			2186000
1171			2842000
1172			3979000
1173			5969000
1174			9551000
1175			839000
1176			1091000
1177			1528000
1178			2292000
1179			3668000
1180			1091000
1181			1419000
1182			1987000
1183			2981000
1184			4770000
1185			1419000
1186			1845000
1187			2583000
1188			3875000
1189			6200000
1190			1845000
1191			2399000
1192			3359000
1193			5039000
1194			8063000
1195			2399000
1196			3119000
1197			4367000
1198			6551000
1199			10482000
1200			910000
1201			1183000
1202			1657000
1203			2486000
1204			3978000
1205			1183000
1206			1538000
1207			2154000
1208			3231000
1209			5170000
1210			1538000
1211			2000000
1212			2800000
1213			4200000
1214			6720000
1215			2000000
1216			2600000
1217			3640000
1218			5460000
1219			8736000
1220			2600000
1221			3380000
1222			4732000
1223			7098000
1224			11357000
1225			930000
1226			1209000
1227			1693000
1228			2540000
1229			4064000
1230			1209000
1231			1572000
1232			2201000
1233			3302000
1234			5284000
1235			1572000
1236			2044000
1237			2862000
1238			4293000
1239			6869000
1240			2044000
1241			2658000
1242			3722000
1243			5583000
1244			8933000
1245			2658000
1246			3456000
1247			4839000
1248			7259000
1249			11615000
1250			943000
1251			1226000
1252			1717000
1253			2576000
1254			4122000
1255			1226000
1256			1594000
1257			2232000
1258			3348000
1259			5357000
1260			1594000
1261			2073000
1262			2903000
1263			4355000
1264			6968000
1265			2073000
1266			2695000
1267			3773000
1268			5660000
1269			9056000
1270			2695000
1271			3504000
1272			4906000
1273			7359000
1274			11775000
1275			970000
1276			1261000
1277			1766000
1278			2649000
1279			4239000
1280			1261000
1281			1640000
1282			2296000
1283			3444000
1284			5511000
1285			1640000
1286			2132000
1287			2985000
1288			4478000
1289			7165000
1290			2132000
1291			2772000
1292			3881000
1293			5822000
1294			9316000
1295			2772000
1296			3604000
1297			5046000
1298			7569000
1299			12111000
1300			1014000
1301			1319000
1302			1847000
1303			2771000
1304			4434000
1305			1319000
1306			1715000
1307			2401000
1308			3602000
1309			5764000
1310			1715000
1311			2230000
1312			3122000
1313			4683000
1314			7493000
1315			2230000
1316			2899000
1317			4059000
1318			6089000
1319			9743000
1320			2899000
1321			3769000
1322			5277000
1323			7916000
1324			12666000
1325			1069000
1326			1390000
1327			1946000
1328			2919000
1329			4671000
1330			1390000
1331			1807000
1332			2530000
1333			3795000
1334			6072000
1335			1807000
1336			2350000
1337			3290000
1338			4935000
1339			7896000
1340			2350000
1341			3055000
1342			4277000
1343			6416000
1344			10266000
1345			3055000
1346			3972000
1347			5561000
1348			8342000
1349			13348000
1350			1151000
1351			1497000
1352			2096000
1353			3144000
1354			5031000
1355			1497000
1356			1947000
1357			2726000
1358			4089000
1359			6543000
1360			1947000
1361			2532000
1362			3545000
1363			5318000
1364			8509000
1365			2532000
1366			3292000
1367			4609000
1368			6914000
1369			11063000
1370			3292000
1371			4280000
1372			5992000
1373			8988000
1374			14381000
1375			1161000
1376			1510000
1377			2114000
1378			3171000
1379			5074000
1380			1510000
1381			1963000
1382			2749000
1383			4124000
1384			6599000
1385			1963000
1386			2552000
1387			3573000
1388			5360000
1389			8576000
1390			2552000
1391			3318000
1392			4646000
1393			6969000
1394			11151000
1395			3318000
1396			4314000
1397			6040000
1398			9060000
1399			14496000
1400			1228000
1401			1597000
1402			2236000
1403			3354000
1404			5367000
1405			1597000
1406			2077000
1407			2908000
1408			4362000
1409			6980000
1410			2077000
1411			2701000
1412			3782000
1413			5673000
1414			9077000
1415			2701000
1416			3512000
1417			4917000
1418			7376000
1419			11802000
1420			3512000
1421			4566000
1422			6393000
1423			9590000
1424			15344000
1425			1281000
1426			1666000
1427			2333000
1428			3500000
1429			5600000
1430			1666000
1431			2166000
1432			3033000
1433			4550000
1434			7280000
1435			2166000
1436			2816000
1437			3943000
1438			5915000
1439			9464000
1440			2816000
1441			3661000
1442			5126000
1443			7689000
1444			12303000
1445			3661000
1446			4760000
1447			6664000
1448			9996000
1449			15994000
1450			1367000
1451			1778000
1452			2490000
1453			3735000
1454			5976000
1455			1778000
1456			2312000
1457			3237000
1458			4856000
1459			7770000
1460			2312000
1461			3006000
1462			4209000
1463			6314000
1464			10103000
1465			3006000
1466			3908000
1467			5472000
1468			8208000
1469			13133000
1470			3908000
1471			5081000
1472			7114000
1473			10671000
1474			17074000
1475			1444000
1476			1878000
1477			2630000
1478			3945000
1479			6312000
1480			1878000
1481			2442000
1482			3419000
1483			5129000
1484			8207000
1485			2442000
1486			3175000
1487			4445000
1488			6668000
1489			10669000
1490			3175000
1491			4128000
1492			5780000
1493			8670000
1494			13872000
1495			4128000
1496			5367000
1497			7514000
1498			11271000
1499			18034000
1500			1511000
1501			1965000
1502			2751000
1503			4127000
1504			6604000
1505			1965000
1506			2555000
1507			3577000
1508			5366000
1509			8586000
1510			2555000
1511			3322000
1512			4651000
1513			6977000
1514			11164000
1515			3322000
1516			4319000
1517			6047000
1518			9071000
1519			14514000
1520			4319000
1521			5615000
1522			7861000
1523			11792000
1524			18868000
1525			1615000
1526			2100000
1527			2940000
1528			4410000
1529			7056000
1530			2100000
1531			2730000
1532			3822000
1533			5733000
1534			9173000
1535			2730000
1536			3549000
1537			4969000
1538			7454000
1539			11927000
1540			3549000
1541			4614000
1542			6460000
1543			9690000
1544			15504000
1545			4614000
1546			5999000
1547			8399000
1548			12599000
1549			20159000
1550			1685000
1551			2191000
1552			3068000
1553			4602000
1554			7364000
1555			2191000
1556			2849000
1557			3989000
1558			5984000
1559			9575000
1560			2849000
1561			3704000
1562			5186000
1563			7779000
1564			12447000
1565			3704000
1566			4816000
1567			6743000
1568			10115000
1569			16184000
1570			4816000
1571			6261000
1572			8766000
1573			13149000
1574			21039000
1575			1744000
1576			2268000
1577			3176000
1578			4764000
1579			7623000
1580			2268000
1581			2949000
1582			4129000
1583			6194000
1584			9911000
1585			2949000
1586			3834000
1587			5368000
1588			8052000
1589			12884000
1590			3834000
1591			4985000
1592			6979000
1593			10469000
1594			16751000
1595			4985000
1596			6481000
1597			9074000
1598			13611000
1599			21778000
1600			1809000
1601			2352000
1602			3293000
1603			4940000
1604			7904000
1605			2352000
1606			3058000
1607			4282000
1608			6423000
1609			10277000
1610			3058000
1611			3976000
1612			5567000
1613			8351000
1614			13362000
1615			3976000
1616			5169000
1617			7237000
1618			10856000
1619			17370000
1620			5169000
1621			6720000
1622			9408000
1623			14112000
1624			22580000
1625			1886000
1626			2452000
1627			3433000
1628			5150000
1629			8240000
1630			2452000
1631			3188000
1632			4464000
1633			6696000
1634			10714000
1635			3188000
1636			4145000
1637			5803000
1638			8705000
1639			13928000
1640			4145000
1641			5389000
1642			7545000
1643			11318000
1644			18109000
1645			5389000
1646			7006000
1647			9809000
1648			14714000
1649			23543000
1650			1972000
1651			2564000
1652			3590000
1653			5385000
1654			8616000
1655			2564000
1656			3334000
1657			4668000
1658			7002000
1659			11204000
1660			3334000
1661			4335000
1662			6069000
1663			9104000
1664			14567000
1665			4335000
1666			5636000
1667			7891000
1668			11837000
1669			18940000
1670			5636000
1671			7327000
1672			10258000
1673			15387000
1674			24620000
1675			2100000
1676			2730000
1677			3822000
1678			5733000
1679			9173000
1680			2730000
1681			3549000
1682			4969000
1683			7454000
1684			11927000
1685			3549000
1686			4614000
1687			6460000
1688			9690000
1689			15504000
1690			4614000
1691			5999000
1692			8399000
1693			12599000
1694			20159000
1695			5999000
1696			7799000
1697			10919000
1698			16379000
1699			26207000
1700			2195000
1701			2854000
1702			3996000
1703			5994000
1704			9591000
1705			2854000
1706			3711000
1707			5196000
1708			7794000
1709			12471000
1710			3711000
1711			4825000
1712			6755000
1713			10133000
1714			16213000
1715			4825000
1716			6273000
1717			8783000
1718			13175000
1719			21080000
1720			6273000
1721			8155000
1722			11417000
1723			17126000
1724			27402000
1725			2316000
1726			3011000
1727			4216000
1728			6324000
1729			10119000
1730			3011000
1731			3915000
1732			5481000
1733			8222000
1734			13156000
1735			3915000
1736			5090000
1737			7126000
1738			10689000
1739			17103000
1740			5090000
1741			6617000
1742			9264000
1743			13896000
1744			22234000
1745			6617000
1746			8603000
1747			12045000
1748			18068000
1749			28909000
1750			2421000
1751			3148000
1752			4408000
1753			6612000
1754			10580000
1755			3148000
1756			4093000
1757			5731000
1758			8597000
1759			13756000
1760			4093000
1761			5321000
1762			7450000
1763			11175000
1764			17880000
1765			5321000
1766			6918000
1767			9686000
1768			14529000
1769			23247000
1770			6918000
1771			8994000
1772			12592000
1773			18888000
1774			30221000
1775			2579000
1776			3353000
1777			4695000
1778			7043000
1779			11269000
1780			3353000
1781			4359000
1782			6103000
1783			9155000
1784			14648000
1785			4359000
1786			5667000
1787			7934000
1788			11901000
1789			19042000
1790			5667000
1791			7368000
1792			10316000
1793			15474000
1794			24759000
1795			7368000
1796			9579000
1797			13411000
1798			20117000
1799			32188000
1800			2861000
1801			3720000
1802			5208000
1803			7812000
1804			12500000
1805			3720000
1806			4836000
1807			6771000
1808			10157000
1809			16252000
1810			4836000
1811			6287000
1812			8802000
1813			13203000
1814			21125000
1815			6287000
1816			8174000
1817			11444000
1818			17166000
1819			27466000
1820			8174000
1821			10627000
1822			14878000
1823			22317000
1824			35708000
1825			2964000
1826			3854000
1827			5396000
1828			8094000
1829			12951000
1830			3854000
1831			5011000
1832			7016000
1833			10524000
1834			16839000
1835			5011000
1836			6515000
1837			9121000
1838			13682000
1839			21892000
1840			6515000
1841			8470000
1842			11858000
1843			17787000
1844			28460000
1845			8470000
1846			11011000
1847			15416000
1848			23124000
1849			36999000
1850			3044000
1851			3958000
1852			5542000
1853			8313000
1854			13301000
1855			3958000
1856			5146000
1857			7205000
1858			10808000
1859			17293000
1860			5146000
1861			6690000
1862			9366000
1863			14049000
1864			22479000
1865			6690000
1866			8697000
1867			12176000
1868			18264000
1869			29223000
1870			8697000
1871			11307000
1872			15830000
1873			23745000
1874			37992000
1875			3117000
1876			4053000
1877			5675000
1878			8513000
1879			13621000
1880			4053000
1881			5269000
1882			7377000
1883			11066000
1884			17706000
1885			5269000
1886			6850000
1887			9590000
1888			14385000
1889			23016000
1890			6850000
1891			8905000
1892			12467000
1893			18701000
1894			29922000
1895			8905000
1896			11577000
1897			16208000
1898			24312000
1899			38900000
1900			3197000
1901			4157000
1902			5820000
1903			8730000
1904			13968000
1905			4157000
1906			5405000
1907			7567000
1908			11351000
1909			18162000
1910			5405000
1911			7027000
1912			9838000
1913			14757000
1914			23612000
1915			7027000
1916			9136000
1917			12791000
1918			19187000
1919			30700000
1920			9136000
1921			11877000
1922			16628000
1923			24942000
1924			39908000
1925			3241000
1926			4214000
1927			5900000
1928			8850000
1929			14160000
1930			4214000
1931			5479000
1932			7671000
1933			11507000
1934			18412000
1935			5479000
1936			7123000
1937			9973000
1938			14960000
1939			23936000
1940			7123000
1941			9260000
1942			12964000
1943			19446000
1944			31114000
1945			9260000
1946			12038000
1947			16854000
1948			25281000
1949			40450000
1950			3513000
1951			4567000
1952			6394000
1953			9591000
1954			15346000
1955			4567000
1956			5938000
1957			8314000
1958			12471000
1959			19954000
1960			5938000
1961			7720000
1962			10808000
1963			16212000
1964			25940000
1965			7720000
1966			10036000
1967			14051000
1968			21077000
1969			33724000
1970			10036000
1971			13047000
1972			18266000
1973			27399000
1974			43839000
1975			3774000
1976			4907000
1977			6870000
1978			10305000
1979			16488000
1980			4907000
1981			6380000
1982			8932000
1983			13398000
1984			21437000
1985			6380000
1986			8294000
1987			11612000
1988			17418000
1989			27869000
1990			8294000
1991			10783000
1992			15097000
1993			22646000
1994			36234000
1995			10783000
1996			14018000
1997			19626000
1998			29439000
1999			47103000
2000			3954000
2001			5141000
2002			7198000
2003			10797000
2004			17276000
2005			5141000
2006			6684000
2007			9358000
2008			14037000
2009			22460000
2010			6684000
2011			8690000
2012			12166000
2013			18249000
2014			29199000
2015			8690000
2016			11297000
2017			15816000
2018			23724000
2019			37959000
2020			11297000
2021			14687000
2022			20562000
2023			30843000
2024			49349000
2025			4210000
2026			5473000
2027			7663000
2028			11495000
2029			18392000
2030			5473000
2031			7115000
2032			9961000
2033			14942000
2034			23908000
2035			7115000
2036			9250000
2037			12950000
2038			19425000
2039			31080000
2040			9250000
2041			12025000
2042			16835000
2043			25253000
2044			40405000
2045			12025000
2046			15633000
2047			21887000
2048			32831000
2049			52530000
2050			4527000
2051			5886000
2052			8241000
2053			12362000
2054			19780000
2055			5886000
2056			7652000
2057			10713000
2058			16070000
2059			25712000
2060			7652000
2061			9948000
2062			13928000
2063			20892000
2064			33428000
2065			9948000
2066			12933000
2067			18107000
2068			27161000
2069			43458000
2070			12933000
2071			16813000
2072			23539000
2073			35309000
2074			56495000
2075			4597000
2076			5977000
2077			8368000
2078			12552000
2079			20084000
2080			5977000
2081			7771000
2082			10880000
2083			16320000
2084			26112000
2085			7771000
2086			10103000
2087			14145000
2088			21218000
2089			33949000
2090			10103000
2091			13134000
2092			18388000
2093			27582000
2094			44132000
2095			13134000
2096			17075000
2097			23905000
2098			35858000
2099			57373000
2100			4700000
2101			6110000
2102			8554000
2103			12831000
2104			20530000
2105			6110000
2106			7943000
2107			11121000
2108			16682000
2109			26692000
2110			7943000
2111			10326000
2112			14457000
2113			21686000
2114			34698000
2115			10326000
2116			13424000
2117			18794000
2118			28191000
2119			45106000
2120			13424000
2121			17452000
2122			24433000
2123			36650000
2124			58640000
2125			4820000
2126			6266000
2127			8773000
2128			13160000
2129			21056000
2130			6266000
2131			8146000
2132			11405000
2133			17108000
2134			27373000
2135			8146000
2136			10590000
2137			14826000
2138			22239000
2139			35583000
2140			10590000
2141			13767000
2142			19274000
2143			28911000
2144			46258000
2145			13767000
2146			17898000
2147			25058000
2148			37587000
2149			60140000
2150			5159000
2151			6707000
2152			9390000
2153			14085000
2154			22536000
2155			6707000
2156			8720000
2157			12208000
2158			18312000
2159			29300000
2160			8720000
2161			11336000
2162			15871000
2163			23807000
2164			38092000
2165			11336000
2166			14737000
2167			20632000
2168			30948000
2169			49517000
2170			14737000
2171			19159000
2172			26823000
2173			40235000
2174			64376000
2175			5600000
2176			7280000
2177			10192000
2178			15288000
2179			24461000
2180			7280000
2181			9464000
2182			13250000
2183			19875000
2184			31800000
2185			9464000
2186			12304000
2187			17226000
2188			25839000
2189			41343000
2190			12304000
2191			15996000
2192			22395000
2193			33593000
2194			53749000
2195			15996000
2196			20795000
2197			29113000
2198			43670000
2199			69872000
