#한 행이 하나다. 여러 파일 여러 배열에 흩어져 있던 것을 모은 것.
#값은 소스에 적힌 글자 그대로다. 이름을 숫자로 바꾸지 않는다.
#id는 계약이다. 중간에 끼우지 말고 항상 맨 끝에 (content/README.md).
#\N은 그 배열에 이 번호가 없다는 뜻이다.
id	enum_name	label	value
495			30
496			ITEM_GOLD
497			false
498			false
499			1000
500			-1
501			false
502			false
503			false
504			ITEM_HEART
505			false
506			false
507			30
508			ITEM_GOLD
509			false
510			false
511			1000
512			-1
513			false
514			false
515			false
516			ITEM_HEART
517			false
518			false
519			30
520			ITEM_GOLD
521			false
522			false
523			1000
524			-1
525			false
526			false
527			false
528			ITEM_HEART
529			false
530			false
531			30
532			ITEM_GOLD
533			false
534			false
535			1000
536			-1
537			false
538			false
539			false
540			ITEM_HEART
541			false
542			false
543			30
544			ITEM_GOLD
545			false
546			false
547			1000
548			-1
549			false
550			false
551			false
552			ITEM_HEART
553			false
554			false
555			30
556			ITEM_GOLD
557			false
558			false
559			1000
560			-1
561			false
562			false
563			false
564			ITEM_HEART
565			false
566			false
567			30
568			ITEM_GOLD
569			false
570			false
571			1000
572			-1
573			false
574			false
575			false
576			ITEM_HEART
577			false
578			false
579			30
580			ITEM_GOLD
581			false
582			false
583			1000
584			-1
585			false
586			false
587			false
588			ITEM_HEART
589			false
590			false
591			30
592			ITEM_GOLD
593			false
594			false
595			1000
596			-1
597			false
598			false
599			false
600			ITEM_HEART
601			false
602			false
603			30
604			ITEM_GOLD
605			false
606			false
607			1000
608			-1
609			false
610			false
611			false
612			ITEM_HEART
613			false
614			false
615			30
616			ITEM_GOLD
617			false
618			false
619			1000
620			-1
621			false
622			false
623			false
624			ITEM_HEART
625			false
626			false
627			30
628			ITEM_GOLD
629			false
630			false
631			1000
632			-1
633			false
634			false
635			false
636			ITEM_HEART
637			false
638			false
639			30
640			ITEM_GOLD
641			false
642			false
643			1000
644			-1
645			false
646			false
647			false
648			ITEM_HEART
649			false
650			false
651			30
652			ITEM_GOLD
653			false
654			false
655			1000
656			-1
657			false
658			false
659			false
660			ITEM_HEART
661			false
662			false
663			30
664			ITEM_GOLD
665			false
666			false
667			1000
668			-1
669			false
670			false
671			false
672			ITEM_HEART
673			false
674			false
675			30
676			ITEM_GOLD
677			false
678			false
679			1000
680			-1
681			false
682			false
683			false
684			ITEM_HEART
685			false
686			false
687			30
688			ITEM_GOLD
689			false
690			false
691			1000
692			-1
693			false
694			false
695			false
696			ITEM_HEART
697			false
698			false
699			30
700			ITEM_GOLD
701			false
702			false
703			1000
704			-1
705			false
706			false
707			false
708			ITEM_HEART
709			false
710			false
711			30
712			ITEM_GOLD
713			false
714			false
715			1000
716			-1
717			false
718			false
719			false
720			ITEM_HEART
721			false
722			false
723			30
724			ITEM_GOLD
725			false
726			false
727			1000
728			-1
729			false
730			false
731			false
732			ITEM_HEART
733			false
734			false
735			30
736			ITEM_GOLD
737			false
738			false
739			1000
740			-1
741			false
742			false
743			false
744			ITEM_HEART
745			false
746			false
747			30
748			ITEM_GOLD
749			false
750			false
751			1000
752			-1
753			false
754			false
755			false
756			ITEM_HEART
757			false
758			false
759			30
760			ITEM_GOLD
761			false
762			false
763			1000
764			-1
765			false
766			false
767			false
768			ITEM_HEART
769			false
770			false
771			30
772			ITEM_GOLD
773			false
774			false
775			1000
776			-1
777			false
778			false
779			false
780			ITEM_HEART
781			false
782			false
783			30
784			ITEM_GOLD
785			false
786			false
787			1000
788			-1
789			false
790			false
791			false
792			ITEM_HEART
793			false
794			false
795			30
796			ITEM_GOLD
797			false
798			false
799			1000
800			-1
801			false
802			false
803			false
804			ITEM_HEART
805			false
806			false
807			30
808			ITEM_GOLD
809			false
810			false
811			1000
812			-1
813			false
814			false
815			false
816			ITEM_HEART
817			false
818			false
819			30
820			ITEM_GOLD
821			false
822			false
823			1000
824			-1
825			false
826			false
827			false
828			ITEM_HEART
829			false
830			false
831			30
832			ITEM_GOLD
833			false
834			false
835			1000
836			-1
837			false
838			false
839			false
840			ITEM_HEART
841			false
842			false
843			30
844			ITEM_GOLD
845			false
846			false
847			1000
848			-1
849			false
850			false
851			false
852			ITEM_HEART
853			false
854			false
855			30
856			ITEM_GOLD
857			false
858			false
859			1000
860			-1
861			false
862			false
863			false
864			ITEM_HEART
865			false
866			false
867			30
868			ITEM_GOLD
869			false
870			false
871			1000
872			-1
873			false
874			false
875			false
876			ITEM_HEART
877			false
878			false
879			30
880			ITEM_GOLD
881			false
882			false
883			1000
884			-1
885			false
886			false
887			false
888			ITEM_HEART
889			false
890			false
891			30
892			ITEM_GOLD
893			false
894			false
895			1000
896			-1
897			false
898			false
899			false
900			ITEM_HEART
901			false
902			false
903			30
904			ITEM_GOLD
905			false
906			false
907			1000
908			-1
909			false
910			false
911			false
912			ITEM_HEART
913			false
914			false
915			30
916			ITEM_GOLD
917			false
918			false
919			1000
920			-1
921			false
922			false
923			false
924			ITEM_HEART
925			false
926			false
927			30
928			ITEM_GOLD
929			false
930			false
931			1000
932			-1
933			false
934			false
935			false
936			ITEM_HEART
937			false
938			false
939			30
940			ITEM_GOLD
941			false
942			false
943			1000
944			-1
945			false
946			false
947			false
948			ITEM_HEART
949			false
950			false
951			30
952			ITEM_GOLD
953			false
954			false
955			1000
956			-1
957			false
958			false
959			false
960			ITEM_HEART
961			false
962			false
963			30
964			ITEM_GOLD
965			false
966			false
967			1000
968			-1
969			false
970			false
971			false
972			ITEM_HEART
973			false
974			false
975			30
976			ITEM_GOLD
977			false
978			false
979			1000
980			-1
981			false
982			false
983			false
984			ITEM_HEART
985			false
986			false
987			30
988			ITEM_GOLD
989			false
990			false
991			1000
992			-1
993			false
994			false
995			false
996			ITEM_HEART
997			false
998			false
999			30
1000			ITEM_GOLD
1001			false
1002			false
1003			1000
1004			-1
1005			false
1006			false
1007			false
1008			ITEM_HEART
1009			false
1010			false
1011			30
1012			ITEM_GOLD
1013			false
1014			false
1015			1000
1016			-1
1017			false
1018			false
1019			false
1020			ITEM_HEART
1021			false
1022			false
1023			30
1024			ITEM_GOLD
1025			false
1026			false
1027			1000
1028			-1
1029			false
1030			false
1031			false
1032			ITEM_HEART
1033			false
1034			false
1035			30
1036			ITEM_GOLD
1037			false
1038			false
1039			1000
1040			-1
1041			false
1042			false
1043			false
1044			ITEM_HEART
1045			false
1046			false
1047			30
1048			ITEM_GOLD
1049			false
1050			false
1051			1000
1052			-1
1053			false
1054			false
1055			false
1056			ITEM_HEART
1057			false
1058			false
1059			30
1060			ITEM_GOLD
1061			false
1062			false
1063			1000
1064			-1
1065			false
1066			false
1067			false
1068			ITEM_HEART
1069			false
1070			false
1071			30
1072			ITEM_GOLD
1073			false
1074			false
1075			1000
1076			-1
1077			false
1078			false
1079			false
1080			ITEM_HEART
1081			false
1082			false
1083			30
1084			ITEM_GOLD
1085			false
1086			false
1087			1000
1088			-1
1089			false
1090			false
1091			false
1092			ITEM_HEART
1093			false
1094			false
1095			30
1096			ITEM_GOLD
1097			false
1098			false
1099			1000
1100			-1
1101			false
1102			false
1103			false
1104			ITEM_HEART
1105			false
1106			false
1107			30
1108			ITEM_GOLD
1109			false
1110			false
1111			1000
1112			-1
1113			false
1114			false
1115			false
1116			ITEM_HEART
1117			false
1118			false
1119			30
1120			ITEM_GOLD
1121			false
1122			false
1123			1000
1124			-1
1125			false
1126			false
1127			false
1128			ITEM_HEART
1129			false
1130			false
1131			30
1132			ITEM_GOLD
1133			false
1134			false
1135			1000
1136			-1
1137			false
1138			false
1139			false
1140			ITEM_HEART
1141			false
1142			false
1143			30
1144			ITEM_GOLD
1145			false
1146			false
1147			1000
1148			-1
1149			false
1150			false
1151			false
1152			ITEM_HEART
1153			false
1154			false
1155			30
1156			ITEM_GOLD
1157			false
1158			false
1159			1000
1160			-1
1161			false
1162			false
1163			false
1164			ITEM_HEART
1165			false
1166			false
1167			30
1168			ITEM_GOLD
1169			false
1170			false
1171			1000
1172			-1
1173			false
1174			false
1175			false
1176			ITEM_HEART
1177			false
1178			false
1179			30
1180			ITEM_GOLD
1181			false
1182			false
1183			1000
1184			-1
1185			false
1186			false
1187			false
1188			ITEM_HEART
1189			false
1190			false
1191			30
1192			ITEM_GOLD
1193			false
1194			false
1195			1000
1196			-1
1197			false
1198			false
1199			false
