#한 행이 하나다. 여러 파일 여러 배열에 흩어져 있던 것을 모은 것.
#값은 소스에 적힌 글자 그대로다. 이름을 숫자로 바꾸지 않는다.
#id는 계약이다. 중간에 끼우지 말고 항상 맨 끝에 (content/README.md).
#\N은 그 배열에 이 번호가 없다는 뜻이다.
id	enum_name	label	gold
721			20000
722			30000
723			50000
724			70000
725			100000
726			120000
727			150000
728			180000
729			200000
730			10000
731			20000
732			30000
733			50000
734			70000
735			100000
736			120000
737			150000
738			180000
739			200000
740			10000
741			20000
742			30000
743			50000
744			70000
745			100000
746			120000
747			150000
748			180000
749			200000
750			10000
751			20000
752			30000
753			50000
754			70000
755			100000
756			120000
757			150000
758			180000
759			200000
760			10000
761			20000
762			30000
763			50000
764			70000
765			100000
766			120000
767			150000
768			180000
769			200000
770			10000
771			20000
772			30000
773			50000
774			70000
775			100000
776			120000
777			150000
778			180000
779			200000
780			10000
781			20000
782			30000
783			50000
784			70000
785			100000
786			120000
787			150000
788			180000
789			200000
790			10000
791			20000
792			30000
793			50000
794			70000
795			100000
796			120000
797			150000
798			180000
799			200000
800			10000
801			20000
802			30000
803			50000
804			70000
805			100000
806			120000
807			150000
808			180000
809			200000
810			10000
811			20000
812			30000
813			50000
814			70000
815			100000
816			120000
817			150000
818			180000
819			200000
820			10000
821			20000
822			30000
823			50000
824			70000
825			100000
826			120000
827			150000
828			180000
829			200000
830			10000
831			20000
832			30000
833			50000
834			70000
835			100000
836			120000
837			150000
838			180000
839			200000
840			10000
841			20000
842			30000
843			50000
844			70000
845			100000
846			120000
847			150000
848			180000
849			200000
850			10000
851			20000
852			30000
853			50000
854			70000
855			100000
856			120000
857			150000
858			180000
859			200000
860			10000
861			20000
862			30000
863			50000
864			70000
865			100000
866			120000
867			150000
868			180000
869			200000
870			10000
871			20000
872			30000
873			50000
874			70000
875			100000
876			120000
877			150000
878			180000
879			200000
880			10000
881			20000
882			30000
883			50000
884			70000
885			100000
886			120000
887			150000
888			180000
889			200000
890			10000
891			20000
892			30000
893			50000
894			70000
895			100000
896			120000
897			150000
898			180000
899			200000
