#이 표는 계약이다. 번호를 바꾸거나 재사용하지 말 것.
#세이브 파일과 서버 DB에 이 번호가 그대로 들어 있다.
#새 콘텐츠는 항상 맨 끝에 붙인다. 폐기는 행을 지우지 말고 alive=0으로.
id	name	alias	alive
75	SKILL_MAXX3		1
76	SKILL_MAXX4		1
77	SKILL_MAXX5		1
78	SKILL_MAXX6		1
79	SKILL_MAXX7		1
80	SKILL_MAXX8		1
81	SKILL_MAXX9		1
82	SKILL_MAXX10		1
83	SKILL_MAXX11		1
84	SKILL_MAXX12		1
85	SKILL_MAXX13		1
86	SKILL_MAXX14		1
87	SKILL_MAXX15		1
88	SKILL_MAXX16		1
89	SKILL_MAXX17		1
90	NPC_CAPTAIN_SKILL1		1
91	NPC_CAPTAIN_SKILL2		1
92	NPC_CAPTAIN_SKILL3		1
93	NPC_CREW_SKILL1		1
94	NPC_CREW_SKILL2		1
95	NPC_CREW_SKILL3		1
96	NPC_GRANDFA_SKILL1		1
97	NPC_GRANDFA_SKILL2		1
98	NPC_GRANDFA_SKILL3		1
99	NPC_UNCLE_SKILL1		1
100	NPC_UNCLE_SKILL2		1
101	NPC_UNCLE_SKILL3		1
102	NPC_AUNT_SKILL1		1
103	NPC_AUNT_SKILL2		1
104	NPC_AUNT_SKILL3		1
105	NPC_MAN_SKILL1		1
106	NPC_MAN_SKILL2		1
107	NPC_MAN_SKILL3		1
108	NPC_WOMAN_SKILL1		1
109	NPC_WOMAN_SKILL2		1
110	NPC_WOMAN_SKILL3		1
111	NPC_BOY_SKILL1		1
112	NPC_BOY_SKILL2		1
113	NPC_BOY_SKILL3		1
114	NPC_GIRL_SKILL1		1
115	NPC_GIRL_SKILL2		1
116	NPC_GIRL_SKILL3		1
117	NPC_ALMA_SKILL1		1
118	NPC_ALMA_SKILL2		1
119	NPC_ALMA_SKILL3		1
120	NPC_ITEM_SKILL1		1
121	NPC_ITEM_SKILL2		1
122	NPC_ITEM_SKILL3		1
123	NPC_FATMAN_SKILL1		1
124	NPC_FATMAN_SKILL2		1
125	NPC_FATMAN_SKILL3		1
126	NPC_BUNNYGIRL_SKILL1		1
127	NPC_BUNNYGIRL_SKILL2		1
128	NPC_BUNNYGIRL_SKILL3		1
129	NPC_KNIGHT_SKILL1		1
130	NPC_KNIGHT_SKILL2		1
131	NPC_KNIGHT_SKILL3		1
132	NPC_DOG_SKILL1		1
133	NPC_DOG_SKILL2		1
134	NPC_DOG_SKILL3		1
135	NPC_MERCHANT_SKILL1		1
136	NPC_MERCHANT_SKILL2		1
137	NPC_MERCHANT_SKILL3		1
138	NPC_CRAFTMAN_SKILL1		1
139	NPC_CRAFTMAN_SKILL2		1
140	NPC_CRAFTMAN_SKILL3		1
141	NPC_MAP_SKILL1		1
142	NPC_MAP_SKILL2		1
143	NPC_MAP_SKILL3		1
144	NPC_USERQUEST_SKILL1		1
145	NPC_USERQUEST_SKILL2		1
146	NPC_USERQUEST_SKILL3		1
147	NPC_TRAVEL_SKILL1		1
148	NPC_TRAVEL_SKILL2		1
149	NPC_TRAVEL_SKILL3		1
150	NPC_GRANDMA_SKILL1		1
151	NPC_GRANDMA_SKILL2		1
152	NPC_GRANDMA_SKILL3		1
153	NPC_FISHING_SKILL1		1
154	NPC_FISHING_SKILL2		1
155	NPC_FISHING_SKILL3		1
156	NPC_INN_SKILL1		1
157	NPC_INN_SKILL2		1
158	NPC_INN_SKILL3		1
159	NPC_NETITEM_SKILL1		1
160	NPC_NETITEM_SKILL2		1
161	NPC_NETITEM_SKILL3		1
162	NPC_MILESE_SKILL1		1
163	NPC_MILESE_SKILL2		1
164	NPC_MILESE_SKILL3		1
165	NPC_DOBEL_SKILL1		1
166	NPC_DOBEL_SKILL2		1
167	NPC_DOBEL_SKILL3		1
168	NPC_GAGEL_SKILL1		1
169	NPC_GAGEL_SKILL2		1
170	NPC_GAGEL_SKILL3		1
171	NPC_MONICA_SKILL1		1
172	NPC_MONICA_SKILL2		1
173	NPC_MONICA_SKILL3		1
174	NPC_SHIP_SKILL1		1
175	NPC_SHIP_SKILL2		1
176	NPC_SHIP_SKILL3		1
177	NPC_SEASOLDIER_SKILL1		1
178	NPC_SEASOLDIER_SKILL2		1
179	NPC_SEASOLDIER_SKILL3		1
180	NPC_FRAUD_SKILL1		1
181	NPC_FRAUD_SKILL2		1
182	NPC_FRAUD_SKILL3		1
183	NPC_DARIAN_SKILL1		1
184	NPC_DARIAN_SKILL2		1
185	NPC_DARIAN_SKILL3		1
186	NPC_LUISE_SKILL1		1
187	NPC_LUISE_SKILL2		1
188	NPC_LUISE_SKILL3		1
189	NPC_SEAUNCLE_SKILL1		1
190	NPC_SEAUNCLE_SKILL2		1
191	NPC_SEAUNCLE_SKILL3		1
192	NPC_SEABOY_SKILL1		1
193	NPC_SEABOY_SKILL2		1
194	NPC_SEABOY_SKILL3		1
195	NPC_DONALD_SKILL1		1
196	NPC_DONALD_SKILL2		1
197	NPC_DONALD_SKILL3		1
198	NPC_SCHOLAR_SKILL1		1
199	NPC_SCHOLAR_SKILL2		1
200	NPC_SCHOLAR_SKILL3		1
201	NPC_CHEF_SKILL1		1
202	NPC_CHEF_SKILL2		1
203	NPC_CHEF_SKILL3		1
204	NPC_BISTRO_SKILL1		1
205	NPC_BISTRO_SKILL2		1
206	NPC_BISTRO_SKILL3		1
207	NPC_MAID_SKILL1		1
208	NPC_MAID_SKILL2		1
209	NPC_MAID_SKILL3		1
210	NPC_ADELKNIGHT_SKILL1		1
211	NPC_ADELKNIGHT_SKILL2		1
212	NPC_ADELKNIGHT_SKILL3		1
213	NPC_SEBASTIAN_SKILL1		1
214	NPC_SEBASTIAN_SKILL2		1
215	NPC_SEBASTIAN_SKILL3		1
216	NPC_NOBLEMAN_SKILL1		1
217	NPC_NOBLEMAN_SKILL2		1
218	NPC_NOBLEMAN_SKILL3		1
219	NPC_DELPIOS_SKILL1		1
220	NPC_DELPIOS_SKILL2		1
221	NPC_DELPIOS_SKILL3		1
222	NPC_LORA_SKILL1		1
223	NPC_LORA_SKILL2		1
224	NPC_LORA_SKILL3		1
225	NPC_WITCH_SKILL1		1
226	NPC_WITCH_SKILL2		1
227	NPC_WITCH_SKILL3		1
228	NPC_ELFGRANDFA_SKILL1		1
229	NPC_ELFGRANDFA_SKILL2		1
230	NPC_ELFGRANDFA_SKILL3		1
231	NPC_ELFUNCLE_SKILL1		1
232	NPC_ELFUNCLE_SKILL2		1
233	NPC_ELFUNCLE_SKILL3		1
234	NPC_ELFAUNT_SKILL1		1
235	NPC_ELFAUNT_SKILL2		1
236	NPC_ELFAUNT_SKILL3		1
237	NPC_ELFMAN_SKILL1		1
238	NPC_ELFMAN_SKILL2		1
239	NPC_ELFMAN_SKILL3		1
240	NPC_ELFWOMAN_SKILL1		1
241	NPC_ELFWOMAN_SKILL2		1
242	NPC_ELFWOMAN_SKILL3		1
243	NPC_ELFBOY_SKILL1		1
244	NPC_ELFBOY_SKILL2		1
245	NPC_ELFBOY_SKILL3		1
246	NPC_ELFGIRL_SKILL1		1
247	NPC_ELFGIRL_SKILL2		1
248	NPC_ELFGIRL_SKILL3		1
249	NPC_ELFDARK_SKILL1		1
250	NPC_ELFDARK_SKILL2		1
251	NPC_ELFDARK_SKILL3		1
252	NPC_ELFMAGIC_SKILL1		1
253	NPC_ELFMAGIC_SKILL2		1
254	NPC_ELFMAGIC_SKILL3		1
255	NPC_ELFDANCER_SKILL1		1
256	NPC_ELFDANCER_SKILL2		1
257	NPC_ELFDANCER_SKILL3		1
258	NPC_OWL_SKILL1		1
259	NPC_OWL_SKILL2		1
260	NPC_OWL_SKILL3		1
261	NPC_LABETH_SKILL1		1
262	NPC_LABETH_SKILL2		1
263	NPC_LABETH_SKILL3		1
264	NPC_ELKEIN_SKILL1		1
265	NPC_ELKEIN_SKILL2		1
266	NPC_ELKEIN_SKILL3		1
267	NPC_ELEIN_SKILL1		1
268	NPC_ELEIN_SKILL2		1
269	NPC_ELEIN_SKILL3		1
270	NPC_EVAN_SKILL1		1
271	NPC_EVAN_SKILL2		1
272	NPC_EVAN_SKILL3		1
273	NPC_BEAD_SKILL1		1
274	NPC_BEAD_SKILL2		1
275	NPC_BEAD_SKILL3		1
276	NPC_FOUNTAIN_SKILL1		1
277	NPC_FOUNTAIN_SKILL2		1
278	NPC_FOUNTAIN_SKILL3		1
279	NPC_NEZAR_SKILL1		1
280	NPC_NEZAR_SKILL2		1
281	NPC_NEZAR_SKILL3		1
282	NPC_GALLAND_SKILL1		1
283	NPC_GALLAND_SKILL2		1
284	NPC_GALLAND_SKILL3		1
285	NPC_DURAK_SKILL1		1
286	NPC_DURAK_SKILL2		1
287	NPC_DURAK_SKILL3		1
288	NPC_KING_SKILL1		1
289	NPC_KING_SKILL2		1
290	NPC_KING_SKILL3		1
291	NPC_WOMANGHOST_SKILL1		1
292	NPC_WOMANGHOST_SKILL2		1
293	NPC_WOMANGHOST_SKILL3		1
294	NPC_MANGHOST_SKILL1		1
295	NPC_MANGHOST_SKILL2		1
296	NPC_MANGHOST_SKILL3		1
297	NPC_AUSTIN_SKILL1		1
298	NPC_AUSTIN_SKILL2		1
299	NPC_AUSTIN_SKILL3		1
300	NPC_SOUL_SKILL1		1
301	NPC_SOUL_SKILL2		1
302	NPC_SOUL_SKILL3		1
