#이 표는 계약이다. 번호를 바꾸거나 재사용하지 말 것.
#세이브 파일과 서버 DB에 이 번호가 그대로 들어 있다.
#새 콘텐츠는 항상 맨 끝에 붙인다. 폐기는 행을 지우지 말고 alive=0으로.
id	name	alias	alive
59	ENEMY_JELLYFISH_RED		1
60	ENEMY_KNIGHT_RED		1
61	ENEMY_SLIME_RED		1
62	ENEMY_SLING_RED		1
63	ENEMY_BOAR_RED		1
64	ENEMY_FLAME_RED		1
65	ENEMY_PHOENIX_RED		1
66	ENEMY_FACE_RED		1
67	ENEMY_SNOWMAN_RED		1
68	ENEMY_ICESUN_RED		1
69	ENEMY_LIGHTNING_RED		1
70	ENEMY_THUNDER_RED		1
71	ENEMY_CRYSTAL_RED		1
72	ENEMY_FAIRY_RED		1
73	ENEMY_CIRCLE_RED		1
74	ENEMY_SPIDER_RED		1
75	ENEMY_GOLEM_RED		1
76	ENEMY_DARKGIANT_RED		1
77	ENEMY_DARKDRAGON_RED		1
78	ENEMY_DRAGON1_RED		1
79	ENEMY_DRAGON2_RED		1
80	ENEMY_GHOST_RED		1
81	ENEMY_PUMPKIN_RED		1
82	ENEMY_CASTLE1_RED		1
83	ENEMY_CASTLE2_RED		1
84	ENEMY_SPACE1_RED		1
85	ENEMY_SPACE2_RED		1
86	ENEMY_FROG_RED		1
87	ENEMY_LARVA_RED		1
88	ENEMY_SALAMANDER_RED		1
89	ENEMY_GIANT_RED		1
90	ENEMY_IFRIT_RED		1
91	ENEMY_MAMMOTH_RED		1
92	ENEMY_MACHINE_RED		1
93	ENEMY_ANGEL_RED		1
94	ENEMY_KIMERA_RED		1
95	ENEMY_SHIP_RED		1
96	ENEMY_FOGRA_RED		1
97	ENEMY_BAHAMUT_RED		1
98	ENEMY_DEATH_RED		1
99	ENEMY_CASTLE_BOSS1_RED		1
100	ENEMY_CASTLE_BOSS2_RED		1
101	ENEMY_CASTLE_BOSS3_RED		1
102	ENEMY_CASTLE_BOSS4_RED		1
103	ENEMY_LABETH_RED		1
104	ENEMY_ELKEIN_RED		1
105	ENEMY_SNAIL_BLUE		1
106	ENEMY_TREE_BLUE		1
107	ENEMY_ONEEYE_BLUE		1
108	ENEMY_SKELETON_BLUE		1
109	ENEMY_LIZARD_BLUE		1
110	ENEMY_JELLYFISH_BLUE		1
111	ENEMY_KNIGHT_BLUE		1
112	ENEMY_SLIME_BLUE		1
113	ENEMY_SLING_BLUE		1
114	ENEMY_BOAR_BLUE		1
115	ENEMY_FLAME_BLUE		1
116	ENEMY_PHOENIX_BLUE		1
117	ENEMY_FACE_BLUE		1
118	ENEMY_SNOWMAN_BLUE		1
119	ENEMY_ICESUN_BLUE		1
120	ENEMY_LIGHTNING_BLUE		1
121	ENEMY_THUNDER_BLUE		1
122	ENEMY_CRYSTAL_BLUE		1
123	ENEMY_FAIRY_BLUE		1
124	ENEMY_CIRCLE_BLUE		1
125	ENEMY_SPIDER_BLUE		1
126	ENEMY_GOLEM_BLUE		1
127	ENEMY_DARKGIANT_BLUE		1
128	ENEMY_DARKDRAGON_BLUE		1
129	ENEMY_DRAGON1_BLUE		1
130	ENEMY_DRAGON2_BLUE		1
131	ENEMY_GHOST_BLUE		1
132	ENEMY_PUMPKIN_BLUE		1
133	ENEMY_CASTLE1_BLUE		1
134	ENEMY_CASTLE2_BLUE		1
135	ENEMY_SPACE1_BLUE		1
136	ENEMY_SPACE2_BLUE		1
137	ENEMY_FROG_BLUE		1
138	ENEMY_LARVA_BLUE		1
139	ENEMY_SALAMANDER_BLUE		1
140	ENEMY_GIANT_BLUE		1
141	ENEMY_IFRIT_BLUE		1
142	ENEMY_MAMMOTH_BLUE		1
143	ENEMY_MACHINE_BLUE		1
144	ENEMY_ANGEL_BLUE		1
145	ENEMY_KIMERA_BLUE		1
146	ENEMY_SHIP_BLUE		1
147	ENEMY_FOGRA_BLUE		1
148	ENEMY_BAHAMUT_BLUE		1
149	ENEMY_DEATH_BLUE		1
150	ENEMY_CASTLE_BOSS1_BLUE		1
151	ENEMY_CASTLE_BOSS2_BLUE		1
152	ENEMY_CASTLE_BOSS3_BLUE		1
153	ENEMY_CASTLE_BOSS4_BLUE		1
154	ENEMY_LABETH_BLUE		1
155	ENEMY_ELKEIN_BLUE		1
156	ENEMY_SNAIL_PURPLE		1
157	ENEMY_TREE_PURPLE		1
158	ENEMY_ONEEYE_PURPLE		1
159	ENEMY_SKELETON_PURPLE		1
160	ENEMY_LIZARD_PURPLE		1
161	ENEMY_JELLYFISH_PURPLE		1
162	ENEMY_KNIGHT_PURPLE		1
163	ENEMY_SLIME_PURPLE		1
164	ENEMY_SLING_PURPLE		1
165	ENEMY_BOAR_PURPLE		1
166	ENEMY_FLAME_PURPLE		1
167	ENEMY_PHOENIX_PURPLE		1
168	ENEMY_FACE_PURPLE		1
169	ENEMY_SNOWMAN_PURPLE		1
170	ENEMY_ICESUN_PURPLE		1
171	ENEMY_LIGHTNING_PURPLE		1
172	ENEMY_THUNDER_PURPLE		1
173	ENEMY_CRYSTAL_PURPLE		1
174	ENEMY_FAIRY_PURPLE		1
175	ENEMY_CIRCLE_PURPLE		1
176	ENEMY_SPIDER_PURPLE		1
177	ENEMY_GOLEM_PURPLE		1
178	ENEMY_DARKGIANT_PURPLE		1
179	ENEMY_DARKDRAGON_PURPLE		1
180	ENEMY_DRAGON1_PURPLE		1
181	ENEMY_DRAGON2_PURPLE		1
182	ENEMY_GHOST_PURPLE		1
183	ENEMY_PUMPKIN_PURPLE		1
184	ENEMY_CASTLE1_PURPLE		1
185	ENEMY_CASTLE2_PURPLE		1
186	ENEMY_SPACE1_PURPLE		1
187	ENEMY_SPACE2_PURPLE		1
188	ENEMY_FROG_PURPLE		1
189	ENEMY_LARVA_PURPLE		1
190	ENEMY_SALAMANDER_PURPLE		1
191	ENEMY_GIANT_PURPLE		1
192	ENEMY_IFRIT_PURPLE		1
193	ENEMY_MAMMOTH_PURPLE		1
194	ENEMY_MACHINE_PURPLE		1
195	ENEMY_ANGEL_PURPLE		1
196	ENEMY_KIMERA_PURPLE		1
197	ENEMY_SHIP_PURPLE		1
198	ENEMY_FOGRA_PURPLE		1
199	ENEMY_BAHAMUT_PURPLE		1
200	ENEMY_DEATH_PURPLE		1
201	ENEMY_CASTLE_BOSS1_PURPLE		1
202	ENEMY_CASTLE_BOSS2_PURPLE		1
203	ENEMY_CASTLE_BOSS3_PURPLE		1
204	ENEMY_CASTLE_BOSS4_PURPLE		1
205	ENEMY_LABETH_PURPLE		1
206	ENEMY_ELKEIN_PURPLE		1
207	ENEMY_SNAIL_GREEN		1
208	ENEMY_TREE_GREEN		1
209	ENEMY_ONEEYE_GREEN		1
210	ENEMY_SKELETON_GREEN		1
211	ENEMY_LIZARD_GREEN		1
212	ENEMY_JELLYFISH_GREEN		1
213	ENEMY_KNIGHT_GREEN		1
214	ENEMY_SLIME_GREEN		1
215	ENEMY_SLING_GREEN		1
216	ENEMY_BOAR_GREEN		1
217	ENEMY_FLAME_GREEN		1
218	ENEMY_PHOENIX_GREEN		1
219	ENEMY_FACE_GREEN		1
220	ENEMY_SNOWMAN_GREEN		1
221	ENEMY_ICESUN_GREEN		1
222	ENEMY_LIGHTNING_GREEN		1
223	ENEMY_THUNDER_GREEN		1
224	ENEMY_CRYSTAL_GREEN		1
225	ENEMY_FAIRY_GREEN		1
226	ENEMY_CIRCLE_GREEN		1
227	ENEMY_SPIDER_GREEN		1
228	ENEMY_GOLEM_GREEN		1
229	ENEMY_DARKGIANT_GREEN		1
230	ENEMY_DARKDRAGON_GREEN		1
231	ENEMY_DRAGON1_GREEN		1
232	ENEMY_DRAGON2_GREEN		1
233	ENEMY_GHOST_GREEN		1
234	ENEMY_PUMPKIN_GREEN		1
235	ENEMY_CASTLE1_GREEN		1
236	ENEMY_CASTLE2_GREEN		1
237	ENEMY_SPACE1_GREEN		1
238	ENEMY_SPACE2_GREEN		1
239	ENEMY_FROG_GREEN		1
240	ENEMY_LARVA_GREEN		1
241	ENEMY_SALAMANDER_GREEN		1
242	ENEMY_GIANT_GREEN		1
243	ENEMY_IFRIT_GREEN		1
244	ENEMY_MAMMOTH_GREEN		1
245	ENEMY_MACHINE_GREEN		1
246	ENEMY_ANGEL_GREEN		1
247	ENEMY_KIMERA_GREEN		1
248	ENEMY_SHIP_GREEN		1
249	ENEMY_FOGRA_GREEN		1
250	ENEMY_BAHAMUT_GREEN		1
251	ENEMY_DEATH_GREEN		1
252	ENEMY_CASTLE_BOSS1_GREEN		1
253	ENEMY_CASTLE_BOSS2_GREEN		1
254	ENEMY_CASTLE_BOSS3_GREEN		1
255	ENEMY_CASTLE_BOSS4_GREEN		1
256	ENEMY_LABETH_GREEN		1
257	ENEMY_ELKEIN_GREEN		1
258	ENEMY_SNAIL_GOLD		1
259	ENEMY_TREE_GOLD		1
260	ENEMY_ONEEYE_GOLD		1
261	ENEMY_SKELETON_GOLD		1
262	ENEMY_LIZARD_GOLD		1
263	ENEMY_JELLYFISH_GOLD		1
264	ENEMY_KNIGHT_GOLD		1
265	ENEMY_SLIME_GOLD		1
266	ENEMY_SLING_GOLD		1
267	ENEMY_BOAR_GOLD		1
268	ENEMY_FLAME_GOLD		1
269	ENEMY_PHOENIX_GOLD		1
270	ENEMY_FACE_GOLD		1
271	ENEMY_SNOWMAN_GOLD		1
272	ENEMY_ICESUN_GOLD		1
273	ENEMY_LIGHTNING_GOLD		1
274	ENEMY_THUNDER_GOLD		1
275	ENEMY_CRYSTAL_GOLD		1
276	ENEMY_FAIRY_GOLD		1
277	ENEMY_CIRCLE_GOLD		1
278	ENEMY_SPIDER_GOLD		1
279	ENEMY_GOLEM_GOLD		1
280	ENEMY_DARKGIANT_GOLD		1
281	ENEMY_DARKDRAGON_GOLD		1
282	ENEMY_DRAGON1_GOLD		1
283	ENEMY_DRAGON2_GOLD		1
284	ENEMY_GHOST_GOLD		1
285	ENEMY_PUMPKIN_GOLD		1
286	ENEMY_CASTLE1_GOLD		1
287	ENEMY_CASTLE2_GOLD		1
288	ENEMY_SPACE1_GOLD		1
289	ENEMY_SPACE2_GOLD		1
290	ENEMY_FROG_GOLD		1
291	ENEMY_LARVA_GOLD		1
292	ENEMY_SALAMANDER_GOLD		1
293	ENEMY_GIANT_GOLD		1
294	ENEMY_IFRIT_GOLD		1
295	ENEMY_MAMMOTH_GOLD		1
296	ENEMY_MACHINE_GOLD		1
297	ENEMY_ANGEL_GOLD		1
298	ENEMY_KIMERA_GOLD		1
299	ENEMY_SHIP_GOLD		1
300	ENEMY_FOGRA_GOLD		1
301	ENEMY_BAHAMUT_GOLD		1
302	ENEMY_DEATH_GOLD		1
303	ENEMY_CASTLE_BOSS1_GOLD		1
304	ENEMY_CASTLE_BOSS2_GOLD		1
305	ENEMY_CASTLE_BOSS3_GOLD		1
306	ENEMY_CASTLE_BOSS4_GOLD		1
307	ENEMY_LABETH_GOLD		1
308	ENEMY_ELKEIN_GOLD		1
309	ENEMY_SNAIL_BLACK		1
310	ENEMY_TREE_BLACK		1
311	ENEMY_ONEEYE_BLACK		1
312	ENEMY_SKELETON_BLACK		1
313	ENEMY_LIZARD_BLACK		1
314	ENEMY_JELLYFISH_BLACK		1
315	ENEMY_KNIGHT_BLACK		1
316	ENEMY_SLIME_BLACK		1
317	ENEMY_SLING_BLACK		1
318	ENEMY_BOAR_BLACK		1
319	ENEMY_FLAME_BLACK		1
320	ENEMY_PHOENIX_BLACK		1
321	ENEMY_FACE_BLACK		1
322	ENEMY_SNOWMAN_BLACK		1
323	ENEMY_ICESUN_BLACK		1
324	ENEMY_LIGHTNING_BLACK		1
325	ENEMY_THUNDER_BLACK		1
326	ENEMY_CRYSTAL_BLACK		1
327	ENEMY_FAIRY_BLACK		1
328	ENEMY_CIRCLE_BLACK		1
329	ENEMY_SPIDER_BLACK		1
330	ENEMY_GOLEM_BLACK		1
331	ENEMY_DARKGIANT_BLACK		1
332	ENEMY_DARKDRAGON_BLACK		1
333	ENEMY_DRAGON1_BLACK		1
334	ENEMY_DRAGON2_BLACK		1
335	ENEMY_GHOST_BLACK		1
336	ENEMY_PUMPKIN_BLACK		1
337	ENEMY_CASTLE1_BLACK		1
338	ENEMY_CASTLE2_BLACK		1
339	ENEMY_SPACE1_BLACK		1
340	ENEMY_SPACE2_BLACK		1
341	ENEMY_FROG_BLACK		1
342	ENEMY_LARVA_BLACK		1
343	ENEMY_SALAMANDER_BLACK		1
344	ENEMY_GIANT_BLACK		1
345	ENEMY_IFRIT_BLACK		1
346	ENEMY_MAMMOTH_BLACK		1
347	ENEMY_MACHINE_BLACK		1
348	ENEMY_ANGEL_BLACK		1
349	ENEMY_KIMERA_BLACK		1
350	ENEMY_SHIP_BLACK		1
351	ENEMY_FOGRA_BLACK		1
352	ENEMY_BAHAMUT_BLACK		1
353	ENEMY_DEATH_BLACK		1
354	ENEMY_CASTLE_BOSS1_BLACK		1
355	ENEMY_CASTLE_BOSS2_BLACK		1
356	ENEMY_CASTLE_BOSS3_BLACK		1
357	ENEMY_CASTLE_BOSS4_BLACK		1
358	ENEMY_LABETH_BLACK		1
359	ENEMY_ELKEIN_BLACK		1
360	NPC_CAPTAIN		1
361	NPC_CREW		1
362	NPC_GRANDFA		1
363	NPC_UNCLE		1
364	NPC_AUNT		1
365	NPC_MAN		1
366	NPC_WOMAN		1
367	NPC_BOY		1
368	NPC_GIRL		1
369	NPC_ALMA		1
370	NPC_ITEM		1
371	NPC_FATMAN		1
372	NPC_BUNNYGIRL		1
373	NPC_KNIGHT		1
374	NPC_DOG		1
375	NPC_MERCHANT		1
376	NPC_CRAFTMAN		1
377	NPC_MAP		1
378	NPC_USERQUEST		1
379	NPC_TRAVEL		1
380	NPC_GRANDMA		1
381	NPC_FISHING		1
382	NPC_INN		1
383	NPC_NETITEM		1
384	NPC_MILESE		1
385	NPC_DOBEL		1
386	NPC_GAGEL		1
387	NPC_MONICA		1
388	NPC_SHIP		1
389	NPC_SEASOLDIER		1
390	NPC_FRAUD		1
391	NPC_DARIAN		1
392	NPC_LUISE		1
393	NPC_SEAUNCLE		1
394	NPC_SEABOY		1
395	NPC_DONALD		1
396	NPC_SCHOLAR		1
397	NPC_CHEF		1
398	NPC_BISTRO		1
399	NPC_MAID		1
400	NPC_ADELKNIGHT		1
401	NPC_SEBASTIAN		1
402	NPC_NOBLEMAN		1
403	NPC_DELPIOS		1
404	NPC_LORA		1
405	NPC_WITCH		1
406	NPC_ELFGRANDFA		1
407	NPC_ELFUNCLE		1
408	NPC_ELFAUNT		1
409	NPC_ELFMAN		1
410	NPC_ELFWOMAN		1
411	NPC_ELFBOY		1
412	NPC_ELFGIRL		1
413	NPC_ELFDARK		1
414	NPC_ELFMAGIC		1
415	NPC_ELFDANCER		1
416	NPC_OWL		1
417	NPC_LABETH		1
418	NPC_ELKEIN		1
419	NPC_ELEIN		1
420	NPC_EVAN		1
421	NPC_BEAD		1
422	NPC_FOUNTAIN		1
423	NPC_NEZAR		1
424	NPC_GALLAND		1
425	NPC_DURAK		1
426	NPC_KING		1
427	NPC_WOMANGHOST		1
428	NPC_MANGHOST		1
429	NPC_AUSTIN		1
430	NPC_SOUL		1
