#rates	1
#stamp	2026년 08월 26일
#pity	30	29	4
#cols	box	depth	label	value
1	2	1성 동료	4.19% (9종)
1	2	2성 동료	1.95% (10종)
1	2	3성 동료	0.65% (10종)
1	2	4성 동료	0.13% (10종)
1	2	5성 동료	0% (10종)
1	2	6성 동료	0% (15종)
1	2	1성 무기	0.75% (5종)
1	2	2성 무기	0.32% (5종)
1	2	3성 무기	0.09% (5종)
1	2	4성 무기	0.01% (5종)
1	2	5성 무기	0% (5종)
1	2	6성 무기	0% (10종)
1	2	1성 투구	3.73% (1종)
1	2	2성 투구	1.57% (1종)
1	2	3성 투구	0.23% (2종)
1	2	4성 투구	0.06% (1종)
1	2	5성 투구	0% (1종)
1	2	6성 투구	0% (2종)
1	2	1성 갑옷	3.73% (1종)
1	2	2성 갑옷	1.57% (1종)
1	2	3성 갑옷	0.23% (2종)
1	2	4성 갑옷	0.06% (1종)
1	2	5성 갑옷	0% (1종)
1	2	6성 갑옷	0% (2종)
1	2	1성 장갑	3.73% (1종)
1	2	2성 장갑	1.57% (1종)
1	2	3성 장갑	0.23% (2종)
1	2	4성 장갑	0.06% (1종)
1	2	5성 장갑	0% (1종)
1	2	6성 장갑	0% (2종)
1	2	1성 허리	3.73% (1종)
1	2	2성 허리	1.57% (1종)
1	2	3성 허리	0.23% (2종)
1	2	4성 허리	0.06% (1종)
1	2	5성 허리	0% (1종)
1	2	6성 허리	0% (2종)
1	2	1성 신발	3.73% (1종)
1	2	2성 신발	1.57% (1종)
1	2	3성 신발	0.23% (2종)
1	2	4성 신발	0.06% (1종)
1	2	5성 신발	0% (1종)
1	2	6성 신발	0% (2종)
2	0	보상 상자 3	
2	1	구성	
2	2	하트	항상 1장 (140~420개)
2	2	골드	50% 확률로 1장 (40,000~120,000골드)
2	2	카드 장수	3~5장 (럭키 시 1장 추가)
2	2	럭키 상자	5%
2	1	종류	
2	2	동료	62.00%
2	2	장비	38.00%
2	1	동료 등급	
2	2	1성	45.00% (동료 카드 1장 기준, 9종 균등)
2	2	2성	32.00% (동료 카드 1장 기준, 10종 균등)
2	2	3성	18.00% (동료 카드 1장 기준, 10종 균등)
2	2	4성	5.00% (동료 카드 1장 기준, 10종 균등)
2	2	5성	0% (동료 카드 1장 기준, 10종 균등)
2	2	6성	0% (동료 카드 1장 기준, 15종 균등)
2	1	장비 등급	
2	2	1성	50.00% (장비 카드 1장 기준)
2	2	2성	31.00% (장비 카드 1장 기준)
2	2	3성	15.00% (장비 카드 1장 기준)
2	2	4성	4.00% (장비 카드 1장 기준)
2	2	5성	0% (장비 카드 1장 기준)
2	2	6성	0% (장비 카드 1장 기준)
2	1	장비 부위	
2	2	무기	16.67% (35종)
2	2	투구	16.67% (8종)
2	2	갑옷	16.67% (8종)
2	2	장갑	16.67% (8종)
2	2	허리	16.67% (8종)
2	2	신발	16.67% (8종)
2	1	개별 아이템	
2	2	1성 동료	3.10% (9종)
2	2	2성 동료	1.98% (10종)
2	2	3성 동료	1.12% (10종)
2	2	4성 동료	0.31% (10종)
2	2	5성 동료	0% (10종)
2	2	6성 동료	0% (15종)
2	2	1성 무기	0.63% (5종)
2	2	2성 무기	0.39% (5종)
2	2	3성 무기	0.19% (5종)
2	2	4성 무기	0.05% (5종)
2	2	5성 무기	0% (5종)
2	2	6성 무기	0% (10종)
2	2	1성 투구	3.17% (1종)
2	2	2성 투구	1.96% (1종)
2	2	3성 투구	0.47% (2종)
2	2	4성 투구	0.25% (1종)
2	2	5성 투구	0% (1종)
2	2	6성 투구	0% (2종)
2	2	1성 갑옷	3.17% (1종)
2	2	2성 갑옷	1.96% (1종)
2	2	3성 갑옷	0.47% (2종)
2	2	4성 갑옷	0.25% (1종)
2	2	5성 갑옷	0% (1종)
2	2	6성 갑옷	0% (2종)
2	2	1성 장갑	3.17% (1종)
2	2	2성 장갑	1.96% (1종)
2	2	3성 장갑	0.47% (2종)
2	2	4성 장갑	0.25% (1종)
2	2	5성 장갑	0% (1종)
2	2	6성 장갑	0% (2종)
2	2	1성 허리	3.17% (1종)
2	2	2성 허리	1.96% (1종)
2	2	3성 허리	0.47% (2종)
2	2	4성 허리	0.25% (1종)
2	2	5성 허리	0% (1종)
2	2	6성 허리	0% (2종)
2	2	1성 신발	3.17% (1종)
2	2	2성 신발	1.96% (1종)
2	2	3성 신발	0.47% (2종)
2	2	4성 신발	0.25% (1종)
2	2	5성 신발	0% (1종)
2	2	6성 신발	0% (2종)
3	0	보상 상자 4	
3	1	구성	
3	2	하트	항상 1장 (160~560개)
3	2	골드	65% 확률로 1장 (60,000~210,000골드)
3	2	카드 장수	4~6장 (럭키 시 1장 추가)
3	2	럭키 상자	5%
3	1	종류	
3	2	동료	60.00%
3	2	장비	40.00%
3	1	동료 등급	
3	2	1성	32.00% (동료 카드 1장 기준, 9종 균등)
3	2	2성	31.00% (동료 카드 1장 기준, 10종 균등)
3	2	3성	24.00% (동료 카드 1장 기준, 10종 균등)
3	2	4성	10.00% (동료 카드 1장 기준, 10종 균등)
3	2	5성	3.00% (동료 카드 1장 기준, 10종 균등)
3	2	6성	0% (동료 카드 1장 기준, 15종 균등)
3	1	장비 등급	
3	2	1성	38.00% (장비 카드 1장 기준)
3	2	2성	31.00% (장비 카드 1장 기준)
3	2	3성	22.00% (장비 카드 1장 기준)
3	2	4성	8.00% (장비 카드 1장 기준)
3	2	5성	1.00% (장비 카드 1장 기준)
3	2	6성	0% (장비 카드 1장 기준)
3	1	장비 부위	
3	2	무기	16.67% (35종)
3	2	투구	16.67% (8종)
3	2	갑옷	16.67% (8종)
3	2	장갑	16.67% (8종)
3	2	허리	16.67% (8종)
3	2	신발	16.67% (8종)
3	1	개별 아이템	
3	2	1성 동료	2.13% (9종)
3	2	2성 동료	1.86% (10종)
3	2	3성 동료	1.44% (10종)
3	2	4성 동료	0.60% (10종)
3	2	5성 동료	0.18% (10종)
3	2	6성 동료	0% (15종)
3	2	1성 무기	0.51% (5종)
3	2	2성 무기	0.41% (5종)
3	2	3성 무기	0.29% (5종)
3	2	4성 무기	0.11% (5종)
3	2	5성 무기	0.01% (5종)
3	2	6성 무기	0% (10종)
3	2	1성 투구	2.53% (1종)
3	2	2성 투구	2.07% (1종)
3	2	3성 투구	0.73% (2종)
3	2	4성 투구	0.53% (1종)
3	2	5성 투구	0.07% (1종)
3	2	6성 투구	0% (2종)
3	2	1성 갑옷	2.53% (1종)
3	2	2성 갑옷	2.07% (1종)
3	2	3성 갑옷	0.73% (2종)
3	2	4성 갑옷	0.53% (1종)
3	2	5성 갑옷	0.07% (1종)
3	2	6성 갑옷	0% (2종)
3	2	1성 장갑	2.53% (1종)
3	2	2성 장갑	2.07% (1종)
3	2	3성 장갑	0.73% (2종)
3	2	4성 장갑	0.53% (1종)
3	2	5성 장갑	0.07% (1종)
3	2	6성 장갑	0% (2종)
3	2	1성 허리	2.53% (1종)
3	2	2성 허리	2.07% (1종)
3	2	3성 허리	0.73% (2종)
3	2	4성 허리	0.53% (1종)
3	2	5성 허리	0.07% (1종)
3	2	6성 허리	0% (2종)
3	2	1성 신발	2.53% (1종)
3	2	2성 신발	2.07% (1종)
3	2	3성 신발	0.73% (2종)
3	2	4성 신발	0.53% (1종)
3	2	5성 신발	0.07% (1종)
3	2	6성 신발	0% (2종)
4	0	보상 상자 5	
4	1	구성	
4	2	하트	항상 1장 (180~720개)
4	2	골드	75% 확률로 1장 (100,000~400,000골드)
4	2	카드 장수	5~7장 (럭키 시 1장 추가)
4	2	럭키 상자	5%
4	1	종류	
4	2	동료	57.00%
4	2	장비	43.00%
4	1	동료 등급	
4	2	1성	22.00% (동료 카드 1장 기준, 9종 균등)
4	2	2성	28.00% (동료 카드 1장 기준, 10종 균등)
4	2	3성	27.00% (동료 카드 1장 기준, 10종 균등)
4	2	4성	16.00% (동료 카드 1장 기준, 10종 균등)
4	2	5성	7.00% (동료 카드 1장 기준, 10종 균등)
4	2	6성	0% (동료 카드 1장 기준, 15종 균등)
4	1	장비 등급	
4	2	1성	27.00% (장비 카드 1장 기준)
4	2	2성	30.00% (장비 카드 1장 기준)
4	2	3성	25.00% (장비 카드 1장 기준)
4	2	4성	13.00% (장비 카드 1장 기준)
4	2	5성	5.00% (장비 카드 1장 기준)
4	2	6성	0% (장비 카드 1장 기준)
4	1	장비 부위	
4	2	무기	16.67% (35종)
4	2	투구	16.67% (8종)
4	2	갑옷	16.67% (8종)
4	2	장갑	16.67% (8종)
4	2	허리	16.67% (8종)
4	2	신발	16.67% (8종)
4	1	개별 아이템	
4	2	1성 동료	1.39% (9종)
4	2	2성 동료	1.60% (10종)
4	2	3성 동료	1.54% (10종)
4	2	4성 동료	0.91% (10종)
4	2	5성 동료	0.40% (10종)
4	2	6성 동료	0% (15종)
4	2	1성 무기	0.39% (5종)
4	2	2성 무기	0.43% (5종)
4	2	3성 무기	0.36% (5종)
4	2	4성 무기	0.19% (5종)
4	2	5성 무기	0.07% (5종)
4	2	6성 무기	0% (10종)
4	2	1성 투구	1.94% (1종)
4	2	2성 투구	2.15% (1종)
4	2	3성 투구	0.90% (2종)
4	2	4성 투구	0.93% (1종)
4	2	5성 투구	0.36% (1종)
4	2	6성 투구	0% (2종)
4	2	1성 갑옷	1.94% (1종)
4	2	2성 갑옷	2.15% (1종)
4	2	3성 갑옷	0.90% (2종)
4	2	4성 갑옷	0.93% (1종)
4	2	5성 갑옷	0.36% (1종)
4	2	6성 갑옷	0% (2종)
4	2	1성 장갑	1.94% (1종)
4	2	2성 장갑	2.15% (1종)
4	2	3성 장갑	0.90% (2종)
4	2	4성 장갑	0.93% (1종)
4	2	5성 장갑	0.36% (1종)
4	2	6성 장갑	0% (2종)
4	2	1성 허리	1.94% (1종)
4	2	2성 허리	2.15% (1종)
4	2	3성 허리	0.90% (2종)
4	2	4성 허리	0.93% (1종)
4	2	5성 허리	0.36% (1종)
4	2	6성 허리	0% (2종)
4	2	1성 신발	1.94% (1종)
4	2	2성 신발	2.15% (1종)
4	2	3성 신발	0.90% (2종)
4	2	4성 신발	0.93% (1종)
4	2	5성 신발	0.36% (1종)
4	2	6성 신발	0% (2종)
5	0	보상 상자 6	
5	1	구성	
5	2	하트	항상 1장 (200~900개)
5	2	골드	85% 확률로 1장 (140,000~630,000골드)
5	2	카드 장수	6~8장 (럭키 시 1장 추가)
5	2	럭키 상자	5%
5	1	종류	
5	2	동료	55.00%
5	2	장비	45.00%
5	1	동료 등급	
5	2	1성	14.00% (동료 카드 1장 기준, 9종 균등)
5	2	2성	23.00% (동료 카드 1장 기준, 10종 균등)
5	2	3성	27.00% (동료 카드 1장 기준, 10종 균등)
5	2	4성	22.00% (동료 카드 1장 기준, 10종 균등)
5	2	5성	11.00% (동료 카드 1장 기준, 10종 균등)
5	2	6성	3.00% (동료 카드 1장 기준, 15종 균등)
5	1	장비 등급	
5	2	1성	18.00% (장비 카드 1장 기준)
5	2	2성	26.00% (장비 카드 1장 기준)
5	2	3성	27.00% (장비 카드 1장 기준)
5	2	4성	19.00% (장비 카드 1장 기준)
5	2	5성	8.00% (장비 카드 1장 기준)
5	2	6성	2.00% (장비 카드 1장 기준)
5	1	장비 부위	
5	2	무기	16.67% (35종)
5	2	투구	16.67% (8종)
5	2	갑옷	16.67% (8종)
5	2	장갑	16.67% (8종)
5	2	허리	16.67% (8종)
5	2	신발	16.67% (8종)
5	1	개별 아이템	
5	2	1성 동료	0.86% (9종)
5	2	2성 동료	1.27% (10종)
5	2	3성 동료	1.48% (10종)
5	2	4성 동료	1.21% (10종)
5	2	5성 동료	0.60% (10종)
5	2	6성 동료	0.11% (15종)
5	2	1성 무기	0.27% (5종)
5	2	2성 무기	0.39% (5종)
5	2	3성 무기	0.40% (5종)
5	2	4성 무기	0.29% (5종)
5	2	5성 무기	0.12% (5종)
5	2	6성 무기	0.01% (10종)
5	2	1성 투구	1.35% (1종)
5	2	2성 투구	1.95% (1종)
5	2	3성 투구	1.01% (2종)
5	2	4성 투구	1.43% (1종)
5	2	5성 투구	0.60% (1종)
5	2	6성 투구	0.07% (2종)
5	2	1성 갑옷	1.35% (1종)
5	2	2성 갑옷	1.95% (1종)
5	2	3성 갑옷	1.01% (2종)
5	2	4성 갑옷	1.43% (1종)
5	2	5성 갑옷	0.60% (1종)
5	2	6성 갑옷	0.07% (2종)
5	2	1성 장갑	1.35% (1종)
5	2	2성 장갑	1.95% (1종)
5	2	3성 장갑	1.01% (2종)
5	2	4성 장갑	1.43% (1종)
5	2	5성 장갑	0.60% (1종)
5	2	6성 장갑	0.07% (2종)
5	2	1성 허리	1.35% (1종)
5	2	2성 허리	1.95% (1종)
5	2	3성 허리	1.01% (2종)
5	2	4성 허리	1.43% (1종)
5	2	5성 허리	0.60% (1종)
5	2	6성 허리	0.07% (2종)
5	2	1성 신발	1.35% (1종)
5	2	2성 신발	1.95% (1종)
5	2	3성 신발	1.01% (2종)
5	2	4성 신발	1.43% (1종)
5	2	5성 신발	0.60% (1종)
5	2	6성 신발	0.07% (2종)
6	0	보상 상자 7	
6	1	구성	
6	2	하트	항상 1장 (200~1000개)
6	2	골드	95% 확률로 1장 (180,000~900,000골드)
6	2	카드 장수	7~10장 (럭키 시 1장 추가)
6	2	럭키 상자	5%
6	1	종류	
6	2	동료	52.00%
6	2	장비	48.00%
6	1	동료 등급	
6	2	1성	7.00% (동료 카드 1장 기준, 9종 균등)
6	2	2성	17.00% (동료 카드 1장 기준, 10종 균등)
6	2	3성	26.00% (동료 카드 1장 기준, 10종 균등)
6	2	4성	25.00% (동료 카드 1장 기준, 10종 균등)
6	2	5성	18.00% (동료 카드 1장 기준, 10종 균등)
6	2	6성	7.00% (동료 카드 1장 기준, 15종 균등)
6	1	장비 등급	
6	2	1성	10.00% (장비 카드 1장 기준)
6	2	2성	20.00% (장비 카드 1장 기준)
6	2	3성	27.00% (장비 카드 1장 기준)
6	2	4성	24.00% (장비 카드 1장 기준)
6	2	5성	14.00% (장비 카드 1장 기준)
6	2	6성	5.00% (장비 카드 1장 기준)
6	1	장비 부위	
6	2	무기	16.67% (35종)
6	2	투구	16.67% (8종)
6	2	갑옷	16.67% (8종)
6	2	장갑	16.67% (8종)
6	2	허리	16.67% (8종)
6	2	신발	16.67% (8종)
6	1	개별 아이템	
6	2	1성 동료	0.40% (9종)
6	2	2성 동료	0.88% (10종)
6	2	3성 동료	1.35% (10종)
6	2	4성 동료	1.30% (10종)
6	2	5성 동료	0.94% (10종)
6	2	6성 동료	0.24% (15종)
6	2	1성 무기	0.16% (5종)
6	2	2성 무기	0.32% (5종)
6	2	3성 무기	0.43% (5종)
6	2	4성 무기	0.38% (5종)
6	2	5성 무기	0.22% (5종)
6	2	6성 무기	0.04% (10종)
6	2	1성 투구	0.80% (1종)
6	2	2성 투구	1.60% (1종)
6	2	3성 투구	1.08% (2종)
6	2	4성 투구	1.92% (1종)
6	2	5성 투구	1.12% (1종)
6	2	6성 투구	0.20% (2종)
6	2	1성 갑옷	0.80% (1종)
6	2	2성 갑옷	1.60% (1종)
6	2	3성 갑옷	1.08% (2종)
6	2	4성 갑옷	1.92% (1종)
6	2	5성 갑옷	1.12% (1종)
6	2	6성 갑옷	0.20% (2종)
6	2	1성 장갑	0.80% (1종)
6	2	2성 장갑	1.60% (1종)
6	2	3성 장갑	1.08% (2종)
6	2	4성 장갑	1.92% (1종)
6	2	5성 장갑	1.12% (1종)
6	2	6성 장갑	0.20% (2종)
6	2	1성 허리	0.80% (1종)
6	2	2성 허리	1.60% (1종)
6	2	3성 허리	1.08% (2종)
6	2	4성 허리	1.92% (1종)
6	2	5성 허리	1.12% (1종)
6	2	6성 허리	0.20% (2종)
6	2	1성 신발	0.80% (1종)
6	2	2성 신발	1.60% (1종)
6	2	3성 신발	1.08% (2종)
6	2	4성 신발	1.92% (1종)
6	2	5성 신발	1.12% (1종)
6	2	6성 신발	0.20% (2종)
7	0	보상 상자 8	
7	1	구성	
7	2	하트	항상 1장 (200~1000개)
7	2	골드	100% 확률로 1장 (200,000~1,000,000골드)
7	2	카드 장수	9~12장 (럭키 시 1장 추가)
7	2	럭키 상자	5%
7	1	종류	
7	2	동료	50.00%
7	2	장비	50.00%
7	1	동료 등급	
7	2	1성	2.00% (동료 카드 1장 기준, 9종 균등)
7	2	2성	8.00% (동료 카드 1장 기준, 10종 균등)
7	2	3성	20.00% (동료 카드 1장 기준, 10종 균등)
7	2	4성	28.00% (동료 카드 1장 기준, 10종 균등)
7	2	5성	27.00% (동료 카드 1장 기준, 10종 균등)
7	2	6성	15.00% (동료 카드 1장 기준, 15종 균등)
7	1	장비 등급	
7	2	1성	4.00% (장비 카드 1장 기준)
7	2	2성	12.00% (장비 카드 1장 기준)
7	2	3성	23.00% (장비 카드 1장 기준)
7	2	4성	28.00% (장비 카드 1장 기준)
7	2	5성	23.00% (장비 카드 1장 기준)
7	2	6성	10.00% (장비 카드 1장 기준)
7	1	장비 부위	
7	2	무기	16.67% (35종)
7	2	투구	16.67% (8종)
7	2	갑옷	16.67% (8종)
7	2	장갑	16.67% (8종)
7	2	허리	16.67% (8종)
7	2	신발	16.67% (8종)
7	1	개별 아이템	
7	2	1성 동료	0.11% (9종)
7	2	2성 동료	0.40% (10종)
7	2	3성 동료	1.00% (10종)
7	2	4성 동료	1.40% (10종)
7	2	5성 동료	1.35% (10종)
7	2	6성 동료	0.50% (15종)
7	2	1성 무기	0.07% (5종)
7	2	2성 무기	0.20% (5종)
7	2	3성 무기	0.38% (5종)
7	2	4성 무기	0.47% (5종)
7	2	5성 무기	0.38% (5종)
7	2	6성 무기	0.08% (10종)
7	2	1성 투구	0.33% (1종)
7	2	2성 투구	1.00% (1종)
7	2	3성 투구	0.96% (2종)
7	2	4성 투구	2.33% (1종)
7	2	5성 투구	1.92% (1종)
7	2	6성 투구	0.42% (2종)
7	2	1성 갑옷	0.33% (1종)
7	2	2성 갑옷	1.00% (1종)
7	2	3성 갑옷	0.96% (2종)
7	2	4성 갑옷	2.33% (1종)
7	2	5성 갑옷	1.92% (1종)
7	2	6성 갑옷	0.42% (2종)
7	2	1성 장갑	0.33% (1종)
7	2	2성 장갑	1.00% (1종)
7	2	3성 장갑	0.96% (2종)
7	2	4성 장갑	2.33% (1종)
7	2	5성 장갑	1.92% (1종)
7	2	6성 장갑	0.42% (2종)
7	2	1성 허리	0.33% (1종)
7	2	2성 허리	1.00% (1종)
7	2	3성 허리	0.96% (2종)
7	2	4성 허리	2.33% (1종)
7	2	5성 허리	1.92% (1종)
7	2	6성 허리	0.42% (2종)
7	2	1성 신발	0.33% (1종)
7	2	2성 신발	1.00% (1종)
7	2	3성 신발	0.96% (2종)
7	2	4성 신발	2.33% (1종)
7	2	5성 신발	1.92% (1종)
7	2	6성 신발	0.42% (2종)
